classifier,classification_type,feature,max_ROI,gentl_result_param,accuracy,f1_score,precision,sensitivity,specificity
rf,cancer_stage,correlation,20,average_best_absolute_distance_results,27.99,24.57,23.93,27.89,85.76
rf,early_vs_late_stage,correlation,20,average_best_absolute_distance_results,72.31,64.32,64.99,65.67,53.33
rf,ptc_vs_mibc,correlation,20,average_best_absolute_distance_results,57.83,56.65,59.6,58.02,57.14
lda,cancer_invasion,correlation,20,average_best_absolute_distance_results,61.54,40.7,36.49,49.64,4.0
lda,cancer_stage,correlation,20,average_best_absolute_distance_results,38.95,12.51,11.02,17.19,84.85
lda,early_vs_late_stage,correlation,20,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,20,average_best_absolute_distance_results,58.08,54.63,63.2,56.45,34.29
dt,cancer_invasion,correlation,20,average_generation_absolute_distance_results,56.92,55.86,57.8,56.83,57.0
dt,cancer_stage,correlation,20,average_generation_absolute_distance_results,21.98,17.88,18.16,28.01,87.59
dt,early_vs_late_stage,correlation,20,average_generation_absolute_distance_results,56.92,52.05,56.14,58.0,60.0
dt,ptc_vs_mibc,correlation,20,average_generation_absolute_distance_results,57.92,57.26,58.71,58.19,60.0
rf,cancer_invasion,correlation,20,average_generation_absolute_distance_results,56.92,54.76,56.22,55.19,49.0
rf,cancer_stage,correlation,20,average_generation_absolute_distance_results,23.98,20.97,19.48,28.44,85.72
rf,early_vs_late_stage,correlation,20,average_generation_absolute_distance_results,56.92,46.2,53.27,48.67,33.33
rf,ptc_vs_mibc,correlation,20,average_generation_absolute_distance_results,61.75,60.72,64.74,62.3,65.71
lda,cancer_invasion,correlation,20,average_generation_absolute_distance_results,61.54,40.7,36.49,49.64,4.0
lda,cancer_stage,correlation,20,average_generation_absolute_distance_results,35.95,13.64,12.38,18.02,84.48
lda,early_vs_late_stage,correlation,20,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,20,average_generation_absolute_distance_results,60.5,58.78,61.84,60.02,51.43
dt,cancer_invasion,correlation,20,average_mean_absolute_distance_results,56.92,55.99,60.67,58.83,66.0
dt,cancer_stage,correlation,20,average_mean_absolute_distance_results,26.11,24.46,24.67,30.19,86.32
dt,early_vs_late_stage,correlation,20,average_mean_absolute_distance_results,58.46,49.06,50.11,49.67,33.33
dt,ptc_vs_mibc,correlation,20,average_mean_absolute_distance_results,68.42,68.21,70.69,69.17,80.0
rf,cancer_invasion,correlation,20,average_mean_absolute_distance_results,60.0,59.54,62.39,62.08,70.0
rf,cancer_stage,correlation,20,average_mean_absolute_distance_results,31.13,26.4,28.74,31.58,86.5
rf,early_vs_late_stage,correlation,20,average_mean_absolute_distance_results,61.54,51.18,51.67,51.67,33.33
rf,ptc_vs_mibc,correlation,20,average_mean_absolute_distance_results,69.75,69.73,70.0,70.06,74.29
lda,cancer_invasion,correlation,20,average_mean_absolute_distance_results,69.23,59.64,74.55,60.89,29.0
lda,cancer_stage,correlation,20,average_mean_absolute_distance_results,35.06,10.81,10.83,15.76,83.66
lda,early_vs_late_stage,correlation,20,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,20,average_mean_absolute_distance_results,61.83,57.76,63.68,59.78,34.29
dt,cancer_invasion,correlation,30,,72.31,70.34,73.94,71.0,67.0
dt,cancer_stage,correlation,30,,21.0,20.66,25.77,26.54,86.15
dt,early_vs_late_stage,correlation,30,,75.38,64.19,66.63,65.33,46.67
dt,ptc_vs_mibc,correlation,30,,65.58,64.88,65.85,65.81,68.57
rf,cancer_invasion,correlation,30,,76.92,74.53,76.31,74.14,63.0
rf,cancer_stage,correlation,30,,31.05,18.74,18.82,19.07,85.26
rf,early_vs_late_stage,correlation,30,,64.62,50.92,51.26,56.0,40.0
rf,ptc_vs_mibc,correlation,30,,63.0,62.07,63.29,62.42,54.29
lda,cancer_invasion,correlation,30,,70.77,68.39,69.83,68.78,62.0
lda,cancer_stage,correlation,30,,30.07,16.9,15.85,20.1,84.24
lda,early_vs_late_stage,correlation,30,,72.31,54.79,53.23,58.67,33.33
lda,ptc_vs_mibc,correlation,30,,54.08,51.76,55.61,53.33,40.0
dt,cancer_invasion,correlation,30,average_best_absolute_distance_results,67.69,62.24,67.13,62.92,45.0
dt,cancer_stage,correlation,30,average_best_absolute_distance_results,25.1,21.47,23.57,24.31,86.7
dt,early_vs_late_stage,correlation,30,average_best_absolute_distance_results,66.15,54.7,55.39,57.0,40.0
dt,ptc_vs_mibc,correlation,30,average_best_absolute_distance_results,59.08,57.18,65.28,60.34,74.29
rf,cancer_invasion,correlation,30,average_best_absolute_distance_results,67.69,61.93,66.58,62.17,41.0
rf,cancer_stage,correlation,30,average_best_absolute_distance_results,25.07,22.56,22.33,25.9,86.14
rf,early_vs_late_stage,correlation,30,average_best_absolute_distance_results,67.69,56.83,62.38,60.33,46.67
rf,ptc_vs_mibc,correlation,30,average_best_absolute_distance_results,56.58,56.35,56.71,56.63,57.14
lda,cancer_invasion,correlation,30,average_best_absolute_distance_results,60.0,37.48,30.98,47.78,0.0
lda,cancer_stage,correlation,30,average_best_absolute_distance_results,34.05,10.34,8.21,15.01,83.9
lda,early_vs_late_stage,correlation,30,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,30,average_best_absolute_distance_results,55.25,51.18,55.36,53.35,31.43
dt,cancer_invasion,correlation,30,average_generation_absolute_distance_results,67.69,64.44,65.0,64.42,53.0
dt,cancer_stage,correlation,30,average_generation_absolute_distance_results,28.91,21.29,26.44,27.16,90.46
dt,early_vs_late_stage,correlation,30,average_generation_absolute_distance_results,78.46,64.38,71.06,62.67,33.33
dt,ptc_vs_mibc,correlation,30,average_generation_absolute_distance_results,59.25,58.03,62.39,60.83,80.0
rf,cancer_invasion,correlation,30,average_generation_absolute_distance_results,61.54,58.92,61.25,59.58,50.0
rf,cancer_stage,correlation,30,average_generation_absolute_distance_results,29.95,25.49,29.52,26.76,86.93
rf,early_vs_late_stage,correlation,30,average_generation_absolute_distance_results,73.85,64.83,65.75,66.67,53.33
rf,ptc_vs_mibc,correlation,30,average_generation_absolute_distance_results,57.92,57.59,58.08,57.88,57.14
lda,cancer_invasion,correlation,30,average_generation_absolute_distance_results,63.08,44.42,47.0,51.64,8.0
lda,cancer_stage,correlation,30,average_generation_absolute_distance_results,38.09,15.99,17.35,19.25,85.21
lda,early_vs_late_stage,correlation,30,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,30,average_generation_absolute_distance_results,57.83,57.21,57.87,57.56,54.29
dt,cancer_invasion,correlation,30,average_mean_absolute_distance_results,61.54,57.92,57.83,58.92,52.0
dt,cancer_stage,correlation,30,average_mean_absolute_distance_results,24.06,19.66,23.26,20.42,88.98
dt,early_vs_late_stage,correlation,30,average_mean_absolute_distance_results,67.69,58.04,60.43,60.33,46.67
dt,ptc_vs_mibc,correlation,30,average_mean_absolute_distance_results,67.17,66.78,67.44,67.02,65.71
rf,cancer_invasion,correlation,30,average_mean_absolute_distance_results,61.54,59.79,60.81,59.69,53.0
rf,cancer_stage,correlation,30,average_mean_absolute_distance_results,27.06,19.72,20.24,20.78,85.77
rf,early_vs_late_stage,correlation,30,average_mean_absolute_distance_results,69.23,60.43,60.64,63.67,53.33
rf,ptc_vs_mibc,correlation,30,average_mean_absolute_distance_results,69.75,69.35,70.04,69.56,68.57
lda,cancer_invasion,correlation,30,average_mean_absolute_distance_results,63.08,44.42,47.0,51.64,8.0
lda,cancer_stage,correlation,30,average_mean_absolute_distance_results,34.08,10.67,10.78,15.33,83.55
lda,early_vs_late_stage,correlation,30,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,30,average_mean_absolute_distance_results,57.83,54.88,59.03,56.21,37.14
dt,cancer_invasion,correlation,40,,72.31,70.34,73.94,71.0,67.0
dt,cancer_stage,correlation,40,,21.0,20.66,25.77,26.54,86.15
dt,early_vs_late_stage,correlation,40,,75.38,64.19,66.63,65.33,46.67
dt,ptc_vs_mibc,correlation,40,,65.58,64.88,65.85,65.81,68.57
rf,cancer_invasion,correlation,40,,76.92,74.53,76.31,74.14,63.0
rf,cancer_stage,correlation,40,,31.05,18.74,18.82,19.07,85.26
rf,early_vs_late_stage,correlation,40,,64.62,50.92,51.26,56.0,40.0
rf,ptc_vs_mibc,correlation,40,,63.0,62.07,63.29,62.42,54.29
lda,cancer_invasion,correlation,40,,70.77,68.39,69.83,68.78,62.0
lda,cancer_stage,correlation,40,,30.07,16.9,15.85,20.1,84.24
lda,early_vs_late_stage,correlation,40,,72.31,54.79,53.23,58.67,33.33
lda,ptc_vs_mibc,correlation,40,,54.08,51.76,55.61,53.33,40.0
dt,cancer_invasion,correlation,40,average_best_absolute_distance_results,60.0,58.54,60.94,60.56,65.0
dt,cancer_stage,correlation,40,average_best_absolute_distance_results,20.94,15.4,15.88,20.78,87.42
dt,early_vs_late_stage,correlation,40,average_best_absolute_distance_results,56.92,50.72,52.46,53.33,46.67
dt,ptc_vs_mibc,correlation,40,average_best_absolute_distance_results,59.42,58.79,60.19,59.4,57.14
rf,cancer_invasion,correlation,40,average_best_absolute_distance_results,61.54,61.15,64.72,64.58,75.0
rf,cancer_stage,correlation,40,average_best_absolute_distance_results,22.96,16.98,17.22,18.36,85.15
rf,early_vs_late_stage,correlation,40,average_best_absolute_distance_results,60.0,53.65,55.44,55.33,46.67
rf,ptc_vs_mibc,correlation,40,average_best_absolute_distance_results,60.75,60.29,61.01,60.34,54.29
lda,cancer_invasion,correlation,40,average_best_absolute_distance_results,58.46,51.42,57.08,52.42,29.0
lda,cancer_stage,correlation,40,average_best_absolute_distance_results,31.97,9.36,7.18,14.09,83.31
lda,early_vs_late_stage,correlation,40,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,40,average_best_absolute_distance_results,60.75,56.96,66.5,58.95,34.29
dt,cancer_invasion,correlation,40,average_generation_absolute_distance_results,58.46,57.48,61.87,60.08,66.0
dt,cancer_stage,correlation,40,average_generation_absolute_distance_results,33.01,26.31,32.22,29.11,88.23
dt,early_vs_late_stage,correlation,40,average_generation_absolute_distance_results,58.46,54.05,59.11,61.33,66.67
dt,ptc_vs_mibc,correlation,40,average_generation_absolute_distance_results,69.58,69.39,70.51,70.1,77.14
rf,cancer_invasion,correlation,40,average_generation_absolute_distance_results,63.08,60.94,62.05,62.42,59.0
rf,cancer_stage,correlation,40,average_generation_absolute_distance_results,32.06,23.74,27.59,26.41,88.06
rf,early_vs_late_stage,correlation,40,average_generation_absolute_distance_results,63.08,51.35,51.75,52.67,33.33
rf,ptc_vs_mibc,correlation,40,average_generation_absolute_distance_results,65.75,65.31,66.5,65.81,68.57
lda,cancer_invasion,correlation,40,average_generation_absolute_distance_results,63.08,54.79,61.7,56.03,29.0
lda,cancer_stage,correlation,40,average_generation_absolute_distance_results,35.03,13.77,15.8,17.42,84.32
lda,early_vs_late_stage,correlation,40,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,40,average_generation_absolute_distance_results,57.83,54.88,59.03,56.21,37.14
dt,cancer_invasion,correlation,40,average_mean_absolute_distance_results,61.54,61.28,63.46,64.31,75.0
dt,cancer_stage,correlation,40,average_mean_absolute_distance_results,25.07,18.84,21.05,22.81,86.62
dt,early_vs_late_stage,correlation,40,average_mean_absolute_distance_results,66.15,55.58,56.52,57.0,40.0
dt,ptc_vs_mibc,correlation,40,average_mean_absolute_distance_results,67.08,66.35,67.92,66.75,65.71
rf,cancer_invasion,correlation,40,average_mean_absolute_distance_results,63.08,62.74,64.65,65.56,75.0
rf,cancer_stage,correlation,40,average_mean_absolute_distance_results,23.08,17.99,22.75,16.5,85.88
rf,early_vs_late_stage,correlation,40,average_mean_absolute_distance_results,70.77,60.61,60.28,62.33,46.67
rf,ptc_vs_mibc,correlation,40,average_mean_absolute_distance_results,68.42,68.25,69.45,68.95,74.29
lda,cancer_invasion,correlation,40,average_mean_absolute_distance_results,63.08,48.96,54.21,53.28,16.0
lda,cancer_stage,correlation,40,average_mean_absolute_distance_results,34.08,10.15,8.35,15.33,83.56
lda,early_vs_late_stage,correlation,40,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,40,average_mean_absolute_distance_results,60.5,57.26,61.74,58.71,37.14
dt,cancer_invasion,correlation,50,,72.31,70.34,73.94,71.0,67.0
dt,cancer_stage,correlation,50,,21.0,20.66,25.77,26.54,86.15
dt,early_vs_late_stage,correlation,50,,75.38,64.19,66.63,65.33,46.67
dt,ptc_vs_mibc,correlation,50,,65.58,64.88,65.85,65.81,68.57
rf,cancer_invasion,correlation,50,,76.92,74.53,76.31,74.14,63.0
rf,cancer_stage,correlation,50,,31.05,18.74,18.82,19.07,85.26
rf,early_vs_late_stage,correlation,50,,64.62,50.92,51.26,56.0,40.0
rf,ptc_vs_mibc,correlation,50,,63.0,62.07,63.29,62.42,54.29
lda,cancer_invasion,correlation,50,,70.77,68.39,69.83,68.78,62.0
lda,cancer_stage,correlation,50,,30.07,16.9,15.85,20.1,84.24
lda,early_vs_late_stage,correlation,50,,72.31,54.79,53.23,58.67,33.33
lda,ptc_vs_mibc,correlation,50,,54.08,51.76,55.61,53.33,40.0
dt,cancer_invasion,correlation,50,average_best_absolute_distance_results,63.08,61.31,62.66,62.56,59.0
dt,cancer_stage,correlation,50,average_best_absolute_distance_results,24.99,17.99,16.68,23.43,86.22
dt,early_vs_late_stage,correlation,50,average_best_absolute_distance_results,66.15,60.26,63.34,66.33,66.67
dt,ptc_vs_mibc,correlation,50,average_best_absolute_distance_results,64.25,63.79,65.36,64.74,71.43
rf,cancer_invasion,correlation,50,average_best_absolute_distance_results,66.15,64.64,66.61,66.56,67.0
rf,cancer_stage,correlation,50,average_best_absolute_distance_results,30.93,21.43,20.03,25.02,86.75
rf,early_vs_late_stage,correlation,50,average_best_absolute_distance_results,69.23,61.85,62.32,66.0,60.0
rf,ptc_vs_mibc,correlation,50,average_best_absolute_distance_results,63.0,62.8,63.47,63.27,65.71
lda,cancer_invasion,correlation,50,average_best_absolute_distance_results,60.0,47.51,53.41,51.06,16.0
lda,cancer_stage,correlation,50,average_best_absolute_distance_results,35.98,10.39,8.17,15.67,84.07
lda,early_vs_late_stage,correlation,50,average_best_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,50,average_best_absolute_distance_results,56.58,52.79,56.92,54.78,34.29
dt,cancer_invasion,correlation,50,average_generation_absolute_distance_results,72.31,70.53,70.49,70.92,66.0
dt,cancer_stage,correlation,50,average_generation_absolute_distance_results,20.89,22.98,24.69,28.41,86.25
dt,early_vs_late_stage,correlation,50,average_generation_absolute_distance_results,66.15,59.45,61.71,64.0,60.0
dt,ptc_vs_mibc,correlation,50,average_generation_absolute_distance_results,64.58,64.37,65.0,64.8,65.71
rf,cancer_invasion,correlation,50,average_generation_absolute_distance_results,67.69,65.7,68.24,67.19,63.0
rf,cancer_stage,correlation,50,average_generation_absolute_distance_results,17.02,20.24,20.0,25.83,85.44
rf,early_vs_late_stage,correlation,50,average_generation_absolute_distance_results,70.77,60.29,59.91,64.67,53.33
rf,ptc_vs_mibc,correlation,50,average_generation_absolute_distance_results,61.83,61.02,62.05,61.53,60.0
lda,cancer_invasion,correlation,50,average_generation_absolute_distance_results,58.46,44.24,44.58,48.78,12.0
lda,cancer_stage,correlation,50,average_generation_absolute_distance_results,39.01,16.45,17.01,20.44,85.11
lda,early_vs_late_stage,correlation,50,average_generation_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,50,average_generation_absolute_distance_results,51.33,48.21,50.1,49.74,31.43
dt,cancer_invasion,correlation,50,average_mean_absolute_distance_results,56.92,52.71,55.7,53.89,45.0
dt,cancer_stage,correlation,50,average_mean_absolute_distance_results,24.09,16.08,23.43,16.46,86.76
dt,early_vs_late_stage,correlation,50,average_mean_absolute_distance_results,63.08,55.22,55.83,57.33,46.67
dt,ptc_vs_mibc,correlation,50,average_mean_absolute_distance_results,69.75,69.44,70.73,70.06,74.29
rf,cancer_invasion,correlation,50,average_mean_absolute_distance_results,56.92,53.78,54.87,57.56,59.0
rf,cancer_stage,correlation,50,average_mean_absolute_distance_results,28.07,15.93,19.75,16.7,85.27
rf,early_vs_late_stage,correlation,50,average_mean_absolute_distance_results,70.77,58.17,60.1,57.67,33.33
rf,ptc_vs_mibc,correlation,50,average_mean_absolute_distance_results,68.42,68.13,69.48,68.81,74.29
lda,cancer_invasion,correlation,50,average_mean_absolute_distance_results,63.08,48.96,54.21,53.28,16.0
lda,cancer_stage,correlation,50,average_mean_absolute_distance_results,35.06,10.36,8.48,15.76,83.71
lda,early_vs_late_stage,correlation,50,average_mean_absolute_distance_results,76.92,43.48,38.46,50.0,0.0
lda,ptc_vs_mibc,correlation,50,average_mean_absolute_distance_results,56.5,53.67,57.76,54.96,37.14
dt,cancer_invasion,energy,10,,70.77,67.54,73.6,68.75,65.0
dt,cancer_stage,energy,10,,23.95,19.16,20.42,21.7,84.61
dt,early_vs_late_stage,energy,10,,70.77,66.8,68.43,74.0,80.0
dt,ptc_vs_mibc,energy,10,,60.5,59.54,61.87,61.23,68.57
rf,cancer_invasion,energy,10,,69.23,65.65,66.53,65.53,53.0
rf,cancer_stage,energy,10,,30.01,23.3,24.82,25.34,87.94
rf,early_vs_late_stage,energy,10,,72.31,67.03,67.2,72.67,73.33
rf,ptc_vs_mibc,energy,10,,58.92,57.7,58.93,58.49,51.43
lda,cancer_invasion,energy,10,,73.85,68.29,74.14,68.25,49.0
lda,cancer_stage,energy,10,,21.09,15.19,14.27,20.62,87.82
lda,early_vs_late_stage,energy,10,,80.0,65.93,69.87,68.33,46.67
lda,ptc_vs_mibc,energy,10,,58.08,51.3,55.33,55.91,25.71
dt,cancer_invasion,energy,10,average_best_absolute_distance_results,67.69,66.91,68.48,68.81,74.0
dt,cancer_stage,energy,10,average_best_absolute_distance_results,29.03,27.22,36.7,30.95,88.32
dt,early_vs_late_stage,energy,10,average_best_absolute_distance_results,61.54,59.03,66.56,70.33,86.67
dt,ptc_vs_mibc,energy,10,average_best_absolute_distance_results,61.67,60.27,64.36,61.07,57.14
rf,cancer_invasion,energy,10,average_best_absolute_distance_results,67.69,66.63,67.76,68.06,70.0
rf,cancer_stage,energy,10,average_best_absolute_distance_results,29.03,26.37,30.25,30.75,87.95
rf,early_vs_late_stage,energy,10,average_best_absolute_distance_results,64.62,61.66,67.81,72.33,86.67
rf,ptc_vs_mibc,energy,10,average_best_absolute_distance_results,63.08,61.94,64.17,62.46,57.14
lda,cancer_invasion,energy,10,average_best_absolute_distance_results,70.77,64.52,70.38,64.39,41.0
lda,cancer_stage,energy,10,average_best_absolute_distance_results,35.0,13.62,11.59,18.85,84.38
lda,early_vs_late_stage,energy,10,average_best_absolute_distance_results,75.38,46.84,43.76,51.33,6.67
lda,ptc_vs_mibc,energy,10,average_best_absolute_distance_results,59.25,53.12,65.73,56.92,28.57
dt,cancer_invasion,energy,10,average_generation_absolute_distance_results,67.69,67.3,69.43,70.19,79.0
dt,cancer_stage,energy,10,average_generation_absolute_distance_results,25.97,24.56,28.13,33.33,88.51
dt,early_vs_late_stage,energy,10,average_generation_absolute_distance_results,70.77,65.62,67.28,71.67,73.33
dt,ptc_vs_mibc,energy,10,average_generation_absolute_distance_results,56.58,54.75,56.12,55.73,42.86
rf,cancer_invasion,energy,10,average_generation_absolute_distance_results,64.62,64.21,68.58,68.33,80.0
